,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
16:10:00,6427,6135,2071,2103,310,256
16:15:00,6517,6246,2079,2111,311,262
16:20:00,6618,6378,2090,2115,313,264
16:25:00,6720,6480,2106,2121,313,267
16:30:00,6794,6590,2118,2129,317,272
16:35:00,6901,6691,2127,2144,319,276
16:40:00,6981,6801,2147,2156,322,278
16:45:00,7057,6907,2162,2174,323,280
16:50:00,7140,6986,2180,2197,324,282
16:55:00,7211,7079,2194,2220,328,283
17:00:00,7276,7178,2214,2235,335,290
17:05:00,,,,,,
17:10:00,,,,,,
17:15:00,,,,,,
17:20:00,,,,,,
17:25:00,,,,,,
17:30:00,,,,,,
17:35:00,,,,,,
17:40:00,,,,,,
17:45:00,,,,,,
17:50:00,,,,,,
17:55:00,,,,,,
18:00:00,,,,,,
18:05:00,,,,,,
18:10:00,,,,,,
18:15:00,,,,,,
18:20:00,,,,,,
18:25:00,,,,,,
18:30:00,,,,,,
18:35:00,,,,,,
18:40:00,,,,,,
18:45:00,,,,,,
18:50:00,,,,,,
18:55:00,,,,,,
19:00:00,,,,,,
19:05:00,,,,,,
19:10:00,,,,,,
19:15:00,,,,,,
19:20:00,,,,,,
19:25:00,,,,,,
19:30:00,,,,,,
19:35:00,,,,,,
19:40:00,,,,,,
19:45:00,,,,,,
19:50:00,,,,,,
19:55:00,,,,,,
20:00:00,,,,,,
20:05:00,,,,,,
20:10:00,,,,,,
20:15:00,,,,,,
20:20:00,,,,,,
20:25:00,,,,,,
20:30:00,,,,,,
20:35:00,,,,,,
20:40:00,,,,,,
20:45:00,,,,,,
20:50:00,,,,,,
20:55:00,,,,,,
21:00:00,,,,,,
21:05:00,,,,,,
21:10:00,,,,,,
21:15:00,,,,,,
21:20:00,,,,,,
21:25:00,,,,,,
21:30:00,,,,,,
21:35:00,,,,,,
21:40:00,,,,,,
21:45:00,,,,,,
21:50:00,,,,,,
21:55:00,,,,,,
22:00:00,,,,,,
22:05:00,,,,,,
22:10:00,,,,,,
22:15:00,,,,,,
22:20:00,,,,,,
22:25:00,,,,,,
22:30:00,,,,,,
22:35:00,,,,,,
22:40:00,,,,,,
22:45:00,,,,,,
22:50:00,,,,,,
22:55:00,,,,,,
23:00:00,,,,,,
23:05:00,,,,,,
23:10:00,,,,,,
23:15:00,,,,,,
23:20:00,,,,,,
23:25:00,,,,,,
23:30:00,,,,,,
23:35:00,,,,,,
23:40:00,,,,,,
23:45:00,,,,,,
23:50:00,,,,,,
23:55:00,,,,,,
0:00:00,,,,,,
