,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
17:45:00,2165,2132,1251,1004,138,127
17:50:00,2214,2198,1277,1031,147,129
17:55:00,2254,2247,1316,1078,152,134
18:00:00,2297,2298,1344,1102,163,141
18:05:00,2337,2328,1380,1121,170,148
18:10:00,2381,2391,1418,1161,173,154
18:15:00,2422,2440,1450,1191,177,159
18:20:00,2484,2513,1481,1220,180,162
18:25:00,2522,2564,1500,1246,184,164
18:30:00,2542,2593,1512,1257,185,166
18:35:00,2576,2624,1521,1270,188,166
18:40:00,2597,2652,1526,1277,191,170
18:45:00,2616,2679,1527,1286,191,174
18:50:00,,,,,,
18:55:00,,,,,,
19:00:00,,,,,,
19:05:00,,,,,,
19:10:00,,,,,,
19:15:00,,,,,,
19:20:00,,,,,,
19:25:00,,,,,,
19:30:00,,,,,,
19:35:00,,,,,,
19:40:00,,,,,,
19:45:00,,,,,,
19:50:00,,,,,,
19:55:00,,,,,,
20:00:00,,,,,,
20:05:00,,,,,,
20:10:00,,,,,,
20:15:00,,,,,,
20:20:00,,,,,,
20:25:00,,,,,,
20:30:00,,,,,,
20:35:00,,,,,,
20:40:00,,,,,,
20:45:00,,,,,,
20:50:00,,,,,,
20:55:00,,,,,,
21:00:00,,,,,,
21:05:00,,,,,,
21:10:00,,,,,,
21:15:00,,,,,,
21:20:00,,,,,,
21:25:00,,,,,,
21:30:00,,,,,,
21:35:00,,,,,,
21:40:00,,,,,,
21:45:00,,,,,,
21:50:00,,,,,,
21:55:00,,,,,,
22:00:00,,,,,,
22:05:00,,,,,,
22:10:00,,,,,,
22:15:00,,,,,,
22:20:00,,,,,,
22:25:00,,,,,,
22:30:00,,,,,,
22:35:00,,,,,,
22:40:00,,,,,,
22:45:00,,,,,,
22:50:00,,,,,,
22:55:00,,,,,,
23:00:00,,,,,,
23:05:00,,,,,,
23:10:00,,,,,,
23:15:00,,,,,,
23:20:00,,,,,,
23:25:00,,,,,,
23:30:00,,,,,,
23:35:00,,,,,,
23:40:00,,,,,,
23:45:00,,,,,,
23:50:00,,,,,,
23:55:00,,,,,,
0:00:00,,,,,,
