,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
17:35:00,4633,4636,486,303,302,267
17:40:00,4747,4760,491,305,307,272
17:45:00,4857,4892,493,308,312,277
17:50:00,4965,5038,496,312,314,282
17:55:00,5070,5179,498,315,317,289
18:00:00,5163,5302,505,326,320,292
18:05:00,5265,5426,513,328,325,301
18:10:00,5363,5550,519,331,328,306
18:15:00,5455,5711,525,341,332,313
18:20:00,5517,5882,531,344,336,318
18:25:00,5580,6011,535,347,339,321
18:30:00,5616,6077,541,351,341,322
18:35:00,5662,6130,543,354,341,324
18:40:00,5712,6227,546,355,343,325
18:45:00,5751,6282,547,357,346,326
18:50:00,,,,,,
18:55:00,,,,,,
19:00:00,,,,,,
19:05:00,,,,,,
19:10:00,,,,,,
19:15:00,,,,,,
19:20:00,,,,,,
19:25:00,,,,,,
19:30:00,,,,,,
19:35:00,,,,,,
19:40:00,,,,,,
19:45:00,,,,,,
19:50:00,,,,,,
19:55:00,,,,,,
20:00:00,,,,,,
20:05:00,,,,,,
20:10:00,,,,,,
20:15:00,,,,,,
20:20:00,,,,,,
20:25:00,,,,,,
20:30:00,,,,,,
20:35:00,,,,,,
20:40:00,,,,,,
20:45:00,,,,,,
20:50:00,,,,,,
20:55:00,,,,,,
21:00:00,,,,,,
21:05:00,,,,,,
21:10:00,,,,,,
21:15:00,,,,,,
21:20:00,,,,,,
21:25:00,,,,,,
21:30:00,,,,,,
21:35:00,,,,,,
21:40:00,,,,,,
21:45:00,,,,,,
21:50:00,,,,,,
21:55:00,,,,,,
22:00:00,,,,,,
22:05:00,,,,,,
22:10:00,,,,,,
22:15:00,,,,,,
22:20:00,,,,,,
22:25:00,,,,,,
22:30:00,,,,,,
22:35:00,,,,,,
22:40:00,,,,,,
22:45:00,,,,,,
22:50:00,,,,,,
22:55:00,,,,,,
23:00:00,,,,,,
23:05:00,,,,,,
23:10:00,,,,,,
23:15:00,,,,,,
23:20:00,,,,,,
23:25:00,,,,,,
23:30:00,,,,,,
23:35:00,,,,,,
23:40:00,,,,,,
23:45:00,,,,,,
23:50:00,,,,,,
23:55:00,,,,,,
0:00:00,,,,,,
